id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL009_L_1958_11_001_01_1_PF_01","1958-11-23","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Emile Bouvard au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1","https://ia800408.us.archive.org/32/items/EL009_L_1958_11_001_01_1_PF_01/EL009_L_1958_11_001_01_1_PF_01_000.jpg;https://ia800408.us.archive.org/32/items/EL009_L_1958_11_001_01_1_PF_01/EL009_L_1958_11_001_01_1_PF_01_001.jpg","https://ia800408.us.archive.org/32/items/EL009_L_1958_11_001_01_1_PF_01/EL009_L_1958_11_001_01_1_PF_01.pdf","https://ia800408.us.archive.org/32/items/EL009_L_1958_11_001_01_1_PF_01/EL009_L_1958_11_001_01_1_PF_01_djvu.txt","Bouvard","Emile","homme","non mentionné","non mentionné","non mentionné","industriel biscuitier","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti radical","non mentionné","non","Brayard","Joseph","homme","non mentionné","non mentionné","non mentionné","cultivateur","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti radical","non mentionné","non"
"EL009_L_1958_11_001_01_1_PF_02","1958-11-23","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Albert Jouvent au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1","https://ia801400.us.archive.org/6/items/EL009_L_1958_11_001_01_1_PF_02/EL009_L_1958_11_001_01_1_PF_02_000.jpg;https://ia801400.us.archive.org/6/items/EL009_L_1958_11_001_01_1_PF_02/EL009_L_1958_11_001_01_1_PF_02_001.jpg","https://ia801400.us.archive.org/6/items/EL009_L_1958_11_001_01_1_PF_02/EL009_L_1958_11_001_01_1_PF_02.pdf","https://ia801400.us.archive.org/6/items/EL009_L_1958_11_001_01_1_PF_02/EL009_L_1958_11_001_01_1_PF_02_djvu.txt","Jouvent","Albert","homme","non mentionné","non mentionné","non mentionné","exploitant forestier","non mentionné","non mentionné","groupes de pression","non mentionné","Union pour la nouvelle République","non mentionné","oui","Vourlat","Noël","homme","non mentionné","non mentionné","non mentionné","cultivateur","conseiller municipal","non mentionné","non mentionné","prisonnier de guerre","Union pour la nouvelle République","non mentionné","non"
"EL009_L_1958_11_001_01_1_PF_03","1958-11-23","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Emile Machurat au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1","https://ia800806.us.archive.org/19/items/EL009_L_1958_11_001_01_1_PF_03/EL009_L_1958_11_001_01_1_PF_03_000.jpg;https://ia800806.us.archive.org/19/items/EL009_L_1958_11_001_01_1_PF_03/EL009_L_1958_11_001_01_1_PF_03_001.jpg","https://ia800806.us.archive.org/19/items/EL009_L_1958_11_001_01_1_PF_03/EL009_L_1958_11_001_01_1_PF_03.pdf","https://ia800806.us.archive.org/19/items/EL009_L_1958_11_001_01_1_PF_03/EL009_L_1958_11_001_01_1_PF_03_djvu.txt","Machurat","Emile","homme","non mentionné","non mentionné","non mentionné","ouvrier","non mentionné","non mentionné","politique","résistant","Parti communiste français","non mentionné","non","Bozonnet","Georges","homme","non mentionné","non mentionné","non mentionné","cultivateur","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL009_L_1958_11_001_01_1_PF_04","1958-11-23","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Amédée Mercier au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1","https://ia802800.us.archive.org/24/items/EL009_L_1958_11_001_01_1_PF_04/EL009_L_1958_11_001_01_1_PF_04_000.jpg;https://ia802800.us.archive.org/24/items/EL009_L_1958_11_001_01_1_PF_04/EL009_L_1958_11_001_01_1_PF_04_001.jpg","https://ia802800.us.archive.org/24/items/EL009_L_1958_11_001_01_1_PF_04/EL009_L_1958_11_001_01_1_PF_04.pdf","https://ia802800.us.archive.org/24/items/EL009_L_1958_11_001_01_1_PF_04/EL009_L_1958_11_001_01_1_PF_04_djvu.txt","Mercier","Amédée","homme","1890","68","entre 60 et 69 ans","non mentionné","maire","non mentionné","professionnel","non mentionné","non mentionné","non mentionné","oui","Robin","Louis","homme","1923","35","entre 30 et 39 ans","greffier de paix","conseiller municipal;conseiller général","non mentionné","non mentionné","combattant","non mentionné","non mentionné","oui"
"EL009_L_1958_11_001_01_1_PF_05","1958-11-23","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Hubert Pernin au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1","https://ia800100.us.archive.org/14/items/EL009_L_1958_11_001_01_1_PF_05/EL009_L_1958_11_001_01_1_PF_05_000.jpg;https://ia800100.us.archive.org/14/items/EL009_L_1958_11_001_01_1_PF_05/EL009_L_1958_11_001_01_1_PF_05_001.jpg","https://ia800100.us.archive.org/14/items/EL009_L_1958_11_001_01_1_PF_05/EL009_L_1958_11_001_01_1_PF_05.pdf","https://ia800100.us.archive.org/14/items/EL009_L_1958_11_001_01_1_PF_05/EL009_L_1958_11_001_01_1_PF_05_djvu.txt","Pernin","Hubert","homme","36","36","entre 30 et 39 ans","docteur-vétérinaire","maire;conseiller général","non mentionné","non mentionné","non mentionné","Centre national des indépendants et paysans","non mentionné","non","Curt","Benjamin","homme","non mentionné","non mentionné","non mentionné","cultivateur;président Coopérative élevage","non mentionné","non mentionné","non mentionné","non mentionné","Centre national des indépendants et paysans","non mentionné","non"
"EL009_L_1958_11_001_01_1_PF_06","1958-11-23","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Roger Pioud au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1",,"https://ia800901.us.archive.org/11/items/EL009_L_1958_11_001_01_1_PF_06/EL009_L_1958_11_001_01_1_PF_06.pdf","https://ia800901.us.archive.org/11/items/EL009_L_1958_11_001_01_1_PF_06/EL009_L_1958_11_001_01_1_PF_06_djvu.txt","Pioud","Roger","homme","37","37","entre 30 et 39 ans","instituteur","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste Section française de l'Internationale ouvrière","non mentionné","oui","Sarron","Armand","homme","non mentionné","non mentionné","non mentionné","artisan électricien","maire","non mentionné","non mentionné","non mentionné","Parti socialiste Section française de l'Internationale ouvrière","non mentionné","non"
"EL009_L_1958_11_001_01_1_PF_07","1958-11-23","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1958, Ain - 01, circonscription n°01 : profession de foi de Joseph George au tour 1","législatives","1","EL009","01","Ain","01 - Ain","1","https://ia800506.us.archive.org/8/items/EL009_L_1958_11_001_01_1_PF_07/EL009_L_1958_11_001_01_1_PF_07_000.jpg;https://ia800506.us.archive.org/8/items/EL009_L_1958_11_001_01_1_PF_07/EL009_L_1958_11_001_01_1_PF_07_001.jpg","https://ia800506.us.archive.org/8/items/EL009_L_1958_11_001_01_1_PF_07/EL009_L_1958_11_001_01_1_PF_07.pdf","https://ia800506.us.archive.org/8/items/EL009_L_1958_11_001_01_1_PF_07/EL009_L_1958_11_001_01_1_PF_07_djvu.txt","George","Joseph","homme","non mentionné","non mentionné","non mentionné","non mentionné","adjoint au maire;conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","Action familiale et sociale","non","Barberot","Paul","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller municipal","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL009_L_1958_11_001_02_1_PF_01","1958-11-23","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1958, Ain - 01, circonscription n°02 : profession de foi de Henri Romans-Petit au tour 1","législatives","1","EL009","01","Ain","01 - Ain","2","https://ia902806.us.archive.org/27/items/EL009_L_1958_11_001_02_1_PF_01/EL009_L_1958_11_001_02_1_PF_01_000.jpg;https://ia902806.us.archive.org/27/items/EL009_L_1958_11_001_02_1_PF_01/EL009_L_1958_11_001_02_1_PF_01_001.jpg","https://ia902806.us.archive.org/27/items/EL009_L_1958_11_001_02_1_PF_01/EL009_L_1958_11_001_02_1_PF_01.pdf","https://ia902806.us.archive.org/27/items/EL009_L_1958_11_001_02_1_PF_01/EL009_L_1958_11_001_02_1_PF_01_djvu.txt","Romans-Petit","Henri","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","résistant","Réforme républicaine","non mentionné","oui","Touillon","Jacques","homme","non mentionné","non mentionné","non mentionné","chirurgien-chef","non mentionné","non mentionné","non mentionné","combattant","Réforme républicaine","non mentionné","oui"
"EL009_L_1958_11_001_02_1_PF_02","1958-11-23","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1958, Ain - 01, circonscription n°02 : profession de foi de Henri Bourbon au tour 1","législatives","1","EL009","01","Ain","01 - Ain","2","https://ia800107.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_02/EL009_L_1958_11_001_02_1_PF_02_000.jpg;https://ia800107.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_02/EL009_L_1958_11_001_02_1_PF_02_001.jpg","https://ia800107.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_02/EL009_L_1958_11_001_02_1_PF_02.pdf","https://ia800107.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_02/EL009_L_1958_11_001_02_1_PF_02_djvu.txt","Bourbon","Henri","homme","non mentionné","non mentionné","non mentionné","cheminot","non mentionné","député sortant","politique","résistant","Parti communiste français","non mentionné","oui","Ouzoulias","Marcel","homme","non mentionné","non mentionné","non mentionné","artisan cordonnier","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL009_L_1958_11_001_02_1_PF_03","1958-11-23","Assemblée Nationale;Ve République;France;Élections législatives","Élections législatives de 1958, Ain - 01, circonscription n°02 : profession de foi de Gilbert Coltice au tour 1","législatives","1","EL009","01","Ain","01 - Ain","2","https://ia802806.us.archive.org/33/items/EL009_L_1958_11_001_02_1_PF_03/EL009_L_1958_11_001_02_1_PF_03_000.jpg;https://ia802806.us.archive.org/33/items/EL009_L_1958_11_001_02_1_PF_03/EL009_L_1958_11_001_02_1_PF_03_001.jpg","https://ia802806.us.archive.org/33/items/EL009_L_1958_11_001_02_1_PF_03/EL009_L_1958_11_001_02_1_PF_03.pdf","https://ia802806.us.archive.org/33/items/EL009_L_1958_11_001_02_1_PF_03/EL009_L_1958_11_001_02_1_PF_03_djvu.txt","Coltice","Gilbert","homme","38","38","entre 30 et 39 ans","journaliste","non mentionné","non mentionné","politique","résistant","Parti socialiste;Parti radical-socialiste","Union des républicains radicaux et socialistes","oui","Maclet","Paul","homme","non mentionné","non mentionné","non mentionné","artisan électricien","conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste;Parti radical-socialiste","Union des républicains radicaux et socialistes","non"
"EL009_L_1958_11_001_02_1_PF_04","1958-11-23","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1958, Ain - 01, circonscription n°02 : profession de foi de Pierre Dominjon au tour 1","législatives","1","EL009","01","Ain","01 - Ain","2","https://ia601609.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_04/EL009_L_1958_11_001_02_1_PF_04_000.jpg;https://ia601609.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_04/EL009_L_1958_11_001_02_1_PF_04_001.jpg","https://ia601609.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_04/EL009_L_1958_11_001_02_1_PF_04.pdf","https://ia601609.us.archive.org/29/items/EL009_L_1958_11_001_02_1_PF_04/EL009_L_1958_11_001_02_1_PF_04_djvu.txt","Dominjon","Pierre","homme","non mentionné","non mentionné","non mentionné","avocat","non mentionné","député","non mentionné","non mentionné","Mouvement républicain populaire","non mentionné","non","Bevand","Emile","homme","non mentionné","non mentionné","non mentionné","cultivateur","conseiller général","non mentionné","non mentionné","non mentionné","Mouvement républicain populaire","non mentionné","non"
"EL009_L_1958_11_001_02_1_PF_05","1958-11-23","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1958, Ain - 01, circonscription n°02 : profession de foi de Marcel Anthonioz au tour 1","législatives","1","EL009","01","Ain","01 - Ain","2","https://ia601402.us.archive.org/19/items/EL009_L_1958_11_001_02_1_PF_05/EL009_L_1958_11_001_02_1_PF_05_000.jpg;https://ia601402.us.archive.org/19/items/EL009_L_1958_11_001_02_1_PF_05/EL009_L_1958_11_001_02_1_PF_05_001.jpg","https://ia601402.us.archive.org/19/items/EL009_L_1958_11_001_02_1_PF_05/EL009_L_1958_11_001_02_1_PF_05.pdf","https://ia601402.us.archive.org/19/items/EL009_L_1958_11_001_02_1_PF_05/EL009_L_1958_11_001_02_1_PF_05_djvu.txt","Anthonioz","Marcel","homme","non mentionné","non mentionné","non mentionné","hôtelier","maire;conseiller général","député sortant","non mentionné","non mentionné","Centre national des indépendants et paysans","non mentionné","non","Carrier","Michel","homme","non mentionné","non mentionné","non mentionné","cultivateur exploitant","conseiller général","non mentionné","non mentionné","non mentionné","Centre national des indépendants et paysans","non mentionné","non"
"EL009_L_1958_11_001_03_1_PF_01","1958-11-23","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1958, Ain - 01, circonscription n°03 : profession de foi de André Charignon au tour 1","législatives","1","EL009","01","Ain","01 - Ain","3","https://ia601803.us.archive.org/32/items/EL009_L_1958_11_001_03_1_PF_01/EL009_L_1958_11_001_03_1_PF_01_000.jpg;https://ia601803.us.archive.org/32/items/EL009_L_1958_11_001_03_1_PF_01/EL009_L_1958_11_001_03_1_PF_01_001.jpg","https://ia601803.us.archive.org/32/items/EL009_L_1958_11_001_03_1_PF_01/EL009_L_1958_11_001_03_1_PF_01.pdf","https://ia601803.us.archive.org/32/items/EL009_L_1958_11_001_03_1_PF_01/EL009_L_1958_11_001_03_1_PF_01_djvu.txt","Charignon","André","homme","non mentionné","non mentionné","non mentionné","ingénieur","adjoint au maire","non mentionné","non mentionné","non mentionné","Républicains sociaux;Union pour la nouvelle République","non mentionné","non","Pésery","Francis","homme","non mentionné","non mentionné","non mentionné","artisan meunier","non mentionné","non mentionné","non mentionné","non mentionné","Républicains sociaux;Union pour la nouvelle République","non mentionné","non"
"EL009_L_1958_11_001_03_1_PF_02","1958-11-23","Élections législatives;Assemblée Nationale;Ve République;France","Élections législatives de 1958, Ain - 01, circonscription n°03 : profession de foi de Jules Blanchet au tour 1","législatives","1","EL009","01","Ain","01 - Ain","3","https://ia800502.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_02/EL009_L_1958_11_001_03_1_PF_02_000.jpg;https://ia800502.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_02/EL009_L_1958_11_001_03_1_PF_02_001.jpg","https://ia800502.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_02/EL009_L_1958_11_001_03_1_PF_02.pdf","https://ia800502.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_02/EL009_L_1958_11_001_03_1_PF_02_djvu.txt","Blanchet","Jules","homme","non mentionné","non mentionné","non mentionné","cultivateur","non mentionné","député","non mentionné","résistant","Parti communiste français","non mentionné","oui","Le Breus","Emile","homme","non mentionné","non mentionné","non mentionné","instituteur","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL009_L_1958_11_001_03_1_PF_03","1958-11-23","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1958, Ain - 01, circonscription n°03 : profession de foi de Jean Saint-Cyr au tour 1","législatives","1","EL009","01","Ain","01 - Ain","3","https://ia600501.us.archive.org/7/items/EL009_L_1958_11_001_03_1_PF_03/EL009_L_1958_11_001_03_1_PF_03_000.jpg;https://ia600501.us.archive.org/7/items/EL009_L_1958_11_001_03_1_PF_03/EL009_L_1958_11_001_03_1_PF_03_001.jpg","https://ia600501.us.archive.org/7/items/EL009_L_1958_11_001_03_1_PF_03/EL009_L_1958_11_001_03_1_PF_03.pdf","https://ia600501.us.archive.org/7/items/EL009_L_1958_11_001_03_1_PF_03/EL009_L_1958_11_001_03_1_PF_03_djvu.txt","Saint-Cyr","Jean","homme","non mentionné","non mentionné","non mentionné","docteur-vétérinaire","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste;Parti radical-socialiste","Union des républicains radicaux et socialistes","non","Blanc","Jean","homme","non mentionné","non mentionné","non mentionné","commerçant","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste;Parti radical-socialiste","Union des républicains radicaux et socialistes","non"
"EL009_L_1958_11_001_03_1_PF_04","1958-11-23","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1958, Ain - 01, circonscription n°03 : profession de foi de E Dubuis au tour 1","législatives","1","EL009","01","Ain","01 - Ain","3","https://ia801400.us.archive.org/2/items/EL009_L_1958_11_001_03_1_PF_04/EL009_L_1958_11_001_03_1_PF_04_000.jpg;https://ia801400.us.archive.org/2/items/EL009_L_1958_11_001_03_1_PF_04/EL009_L_1958_11_001_03_1_PF_04_001.jpg","https://ia801400.us.archive.org/2/items/EL009_L_1958_11_001_03_1_PF_04/EL009_L_1958_11_001_03_1_PF_04.pdf","https://ia801400.us.archive.org/2/items/EL009_L_1958_11_001_03_1_PF_04/EL009_L_1958_11_001_03_1_PF_04_djvu.txt","Dubuis","E","homme","1911","47","entre 40 et 49 ans","avocat","maire;conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","Union républicaine sociale et familiale","non","Cormorèche","M","homme","non mentionné","non mentionné","non mentionné","cultivateur","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL009_L_1958_11_001_03_1_PF_05","1958-11-23","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1958, Ain - 01, circonscription n°03 : profession de foi de Guy de La Verpillière au tour 1","législatives","1","EL009","01","Ain","01 - Ain","3","https://ia801809.us.archive.org/15/items/EL009_L_1958_11_001_03_1_PF_05/EL009_L_1958_11_001_03_1_PF_05_000.jpg;https://ia801809.us.archive.org/15/items/EL009_L_1958_11_001_03_1_PF_05/EL009_L_1958_11_001_03_1_PF_05_001.jpg","https://ia801809.us.archive.org/15/items/EL009_L_1958_11_001_03_1_PF_05/EL009_L_1958_11_001_03_1_PF_05.pdf","https://ia801809.us.archive.org/15/items/EL009_L_1958_11_001_03_1_PF_05/EL009_L_1958_11_001_03_1_PF_05_djvu.txt","La Verpillière","Guy de","homme","1922","36","entre 30 et 39 ans","agriculteur;meunier","maire;conseiller général","non mentionné","non mentionné","non mentionné","centre;Indépendants et paysans","Union","non","Geoffray","André","homme","28","28","entre 20 et 29 ans","ouvrier Usines de Textiles Artificiels","non mentionné","non mentionné","non mentionné","non mentionné","centre;Indépendants et paysans","Union","non"
"EL009_L_1958_11_001_03_1_PF_06","1958-11-23","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1958, Ain - 01, circonscription n°03 : profession de foi de Marius Bretin au tour 1","législatives","1","EL009","01","Ain","01 - Ain","3","https://ia800500.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_06/EL009_L_1958_11_001_03_1_PF_06_000.jpg;https://ia800500.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_06/EL009_L_1958_11_001_03_1_PF_06_001.jpg","https://ia800500.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_06/EL009_L_1958_11_001_03_1_PF_06.pdf","https://ia800500.us.archive.org/25/items/EL009_L_1958_11_001_03_1_PF_06/EL009_L_1958_11_001_03_1_PF_06_djvu.txt","Bretin","Marius","homme","non mentionné","non mentionné","non mentionné","maraîcher","conseiller municipal","député sortant","non mentionné","non mentionné","non mentionné","Rassemblement national","non","Tête","Charles","homme","non mentionné","non mentionné","non mentionné","maître-artisan","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL009_L_1958_11_002_01_1_PF_01","1958-11-23","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1958, Aisne - 02, circonscription n°01 : profession de foi de Georges Durand au tour 1","législatives","1","EL009","02","Aisne","02 - Aisne","1","https://ia600100.us.archive.org/21/items/EL009_L_1958_11_002_01_1_PF_01/EL009_L_1958_11_002_01_1_PF_01_000.jpg;https://ia600100.us.archive.org/21/items/EL009_L_1958_11_002_01_1_PF_01/EL009_L_1958_11_002_01_1_PF_01_001.jpg","https://ia600100.us.archive.org/21/items/EL009_L_1958_11_002_01_1_PF_01/EL009_L_1958_11_002_01_1_PF_01.pdf","https://ia600100.us.archive.org/21/items/EL009_L_1958_11_002_01_1_PF_01/EL009_L_1958_11_002_01_1_PF_01_djvu.txt","Durand","Georges","homme","non mentionné","non mentionné","non mentionné","commandant","adjoint de la ville","non mentionné","non mentionné","retraité;combattant;prisonnier de guerre","Union pour la nouvelle République","non mentionné","oui","Millet","André","homme","non mentionné","non mentionné","non mentionné","employé comptable","non mentionné","non mentionné","non mentionné","réfractaire STO;résistant;combattant","Union pour la nouvelle République","non mentionné","non"
"EL009_L_1958_11_002_01_1_PF_02","1958-11-23","Assemblée Nationale;Ve République;Élections législatives;France","Élections législatives de 1958, Aisne - 02, circonscription n°01 : profession de foi de Gilbert Devèze au tour 1","législatives","1","EL009","02","Aisne","02 - Aisne","1","https://ia600506.us.archive.org/5/items/EL009_L_1958_11_002_01_1_PF_02/EL009_L_1958_11_002_01_1_PF_02_000.jpg;https://ia600506.us.archive.org/5/items/EL009_L_1958_11_002_01_1_PF_02/EL009_L_1958_11_002_01_1_PF_02_001.jpg","https://ia600506.us.archive.org/5/items/EL009_L_1958_11_002_01_1_PF_02/EL009_L_1958_11_002_01_1_PF_02.pdf","https://ia600506.us.archive.org/5/items/EL009_L_1958_11_002_01_1_PF_02/EL009_L_1958_11_002_01_1_PF_02_djvu.txt","Devèze","Gilbert","homme","37","37","entre 30 et 39 ans","cultivateur;forestier","maire","non mentionné","sports et loisirs","combattant;réserve","Indépendants et paysans;Démocrates chrétiens;Centre républicain","Union et concorde pour la défense de l'unité française dans l'Europe des intérêts nationaux et de l'ensemble de la circonscription","oui","Gourmain","Pierre","homme","non mentionné","non mentionné","non mentionné","commerçant","conseiller municipal;conseiller général","non mentionné","non mentionné","combattant;prisonnier de guerre","non mentionné","Union et concorde pour la défense de l'unité française dans l'Europe des intérêts nationaux et de l'ensemble de la circonscription","oui"
"EL009_L_1958_11_002_01_1_PF_03","1958-11-23","Élections législatives;Assemblée Nationale;Ve République;France","Élections législatives de 1958, Aisne - 02, circonscription n°01 : profession de foi de Maurice Levindrey au tour 1","législatives","1","EL009","02","Aisne","02 - Aisne","1","https://ia600109.us.archive.org/35/items/EL009_L_1958_11_002_01_1_PF_03/EL009_L_1958_11_002_01_1_PF_03_000.jpg;https://ia600109.us.archive.org/35/items/EL009_L_1958_11_002_01_1_PF_03/EL009_L_1958_11_002_01_1_PF_03_001.jpg","https://ia600109.us.archive.org/35/items/EL009_L_1958_11_002_01_1_PF_03/EL009_L_1958_11_002_01_1_PF_03.pdf","https://ia600109.us.archive.org/35/items/EL009_L_1958_11_002_01_1_PF_03/EL009_L_1958_11_002_01_1_PF_03_djvu.txt","Levindrey","Maurice","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","député sortant","non mentionné","non mentionné","Parti socialiste Section française de l'Internationale ouvrière","A l'avant-garde de la République","non","Curtil","Yvonne","femme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste Section française de l'Internationale ouvrière","A l'avant-garde de la République","non"
"EL009_L_1958_11_002_01_1_PF_04","1958-11-23","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1958, Aisne - 02, circonscription n°01 : profession de foi de André Pallut au tour 1","législatives","1","EL009","02","Aisne","02 - Aisne","1","https://ia800102.us.archive.org/23/items/EL009_L_1958_11_002_01_1_PF_04/EL009_L_1958_11_002_01_1_PF_04_000.jpg;https://ia800102.us.archive.org/23/items/EL009_L_1958_11_002_01_1_PF_04/EL009_L_1958_11_002_01_1_PF_04_001.jpg","https://ia800102.us.archive.org/23/items/EL009_L_1958_11_002_01_1_PF_04/EL009_L_1958_11_002_01_1_PF_04.pdf","https://ia800102.us.archive.org/23/items/EL009_L_1958_11_002_01_1_PF_04/EL009_L_1958_11_002_01_1_PF_04_djvu.txt","Pallut","André","homme","non mentionné","non mentionné","non mentionné","professeur","conseiller municipal","non mentionné","politique","combattant","Parti communiste","non mentionné","oui","Gohier","Emile","homme","non mentionné","non mentionné","non mentionné","vérificateur technique Ministère de la Construction","conseiller municipal","non mentionné","non mentionné","combattant;prisonnier de guerre","Parti communiste","non mentionné","non"
"EL009_L_1958_11_002_01_1_PF_05","1958-11-23","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1958, Aisne - 02, circonscription n°01 : profession de foi de François Nataf au tour 1","législatives","1","EL009","02","Aisne","02 - Aisne","1","https://ia601803.us.archive.org/11/items/EL009_L_1958_11_002_01_1_PF_05/EL009_L_1958_11_002_01_1_PF_05_000.jpg;https://ia601803.us.archive.org/11/items/EL009_L_1958_11_002_01_1_PF_05/EL009_L_1958_11_002_01_1_PF_05_001.jpg","https://ia601803.us.archive.org/11/items/EL009_L_1958_11_002_01_1_PF_05/EL009_L_1958_11_002_01_1_PF_05.pdf","https://ia601803.us.archive.org/11/items/EL009_L_1958_11_002_01_1_PF_05/EL009_L_1958_11_002_01_1_PF_05_djvu.txt","Nataf","François","homme","non mentionné","non mentionné","non mentionné","docteur en médecine","conseiller municipal","non mentionné","non mentionné","non mentionné","Union de la gauche socialiste;Union des forces démocratiques","non mentionné","non","Gadret","Jean","homme","non mentionné","non mentionné","non mentionné","technicien habitat rural","non mentionné","non mentionné","syndicat","non mentionné","Union de la gauche socialiste;Union des forces démocratiques","non mentionné","non"
"EL009_L_1958_11_002_02_1_PF_01","1958-11-23","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1958, Aisne - 02, circonscription n°02 : profession de foi de Edmond Bricout au tour 1","législatives","1","EL009","02","Aisne","02 - Aisne","2","https://ia601805.us.archive.org/14/items/EL009_L_1958_11_002_02_1_PF_01/EL009_L_1958_11_002_02_1_PF_01_000.jpg;https://ia601805.us.archive.org/14/items/EL009_L_1958_11_002_02_1_PF_01/EL009_L_1958_11_002_02_1_PF_01_001.jpg",,"https://ia601805.us.archive.org/14/items/EL009_L_1958_11_002_02_1_PF_01/EL009_L_1958_11_002_02_1_PF_01_djvu.txt","Bricout","Edmond","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la nouvelle République","non mentionné","non","Braconnier","Jacques","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la nouvelle République","non mentionné","non"
